tx_id,user_id,amount,tx_date
10957,520,12300,2026-08-05
10958,525,1500,2026/08/03
10959,504,-3000,2026/08/03
10960,510,-3000,2026/08/03
10961,503,12300,broken_date
10962,541,5000,2026-08-01
10963,545,5000,2026-08-01
10964,518,2500,02.08.2026
10965,547,12300,2026-08-01
10966,536,null_error,2026/08/03
10967,547,-4500,2026/08/03
10968,522,2500,2026/08/03
10969,534,2500,02.08.2026
10970,547,1500,2026/08/03
10971,508,1500,2026-08-01
10972,540,null_error,broken_date
10973,549,1500,broken_date
10974,544,5000,2026-08-05
10975,519,2500,2026-08-01
10976,542,1500,2026/08/03
10977,541,    ,broken_date
10978,537,1500,2026-08-01
10979,506,1500,broken_date
10980,526,-3000,2026/08/03
10981,534,,broken_date
10982,545,2500,2026-08-05
10983,506,12300,2026-08-05
10984,537,2500,broken_date
10985,533,null_error,2026-08-01
10986,522,    ,2026-08-01
10987,521,-4500,2026-08-01
10988,506,5000,broken_date
10989,506,2500,2026-08-01
10990,548,-4500,2026/08/03
10991,504,5000,2026-08-05
10992,530,5000,2026/08/03
10993,511,5000,2026-08-01
10994,530,-4500,2026/08/03
10995,531,12300,2026-08-01
10996,524,2500,broken_date
10997,509,null_error,2026/08/03
10998,503,1500,broken_date
10999,531,null_error,broken_date
11000,540,12300,02.08.2026
